Пол;Возраст;Регион;Количество детей;Трудоустроен;Годовой доход;Отрасль
м;53;Республика Татарстан(Татарстан);1;1;197152;Перевозки, логистика, склад, ВЭД
ж;75;Томская область;1;0;0;NULL
ж;54;Пермский край;2;1;920550;Сельское хозяйство
м;52;Республика Карелия;1;0;0;NULL
ж;23;Санкт - Петербург;1;1;388219;Автомобильный бизнес
ж;33;Республика Мордовия;0;1;35978;Управление многопрофильными активами
м;81;Камчатский край;2;0;0;NULL
м;28;Липецкая область;0;0;0;NULL
ж;74;Нижегородская область;1;0;0;NULL
м;79;Камчатский край;2;1;174352;Общественная деятельность, партии, благотворительность, НКО
ж;83;Томская область;2;1;1916772;Финансовый сектор
ж;42;Саратовская область;2;0;0;NULL
м;65;Республика Алтай;1;1;32772;Энергетика
ж;81;Республика Крым;1;1;272426;Медицина, фармацевтика, аптеки
м;71;Красноярский край;0;0;0;NULL
ж;49;г.Москва;0;0;0;NULL
м;17;Тульская область;1;1;545008;Продукты питания
м;31;Рязанская область;2;0;0;NULL
ж;62;Белгородская область;1;1;703428;Государственные организации
м;77;Алтайский край;0;0;0;NULL
ж;19;Челябинская область;0;1;737829;Тяжелое машиностроение
м;35;Магаданская область;0;0;0;NULL
ж;61;Хабаровский край;2;0;0;NULL
м;34;Республика Марий Эл;2;1;48926;Государственные организации
ж;80;Ульяновская область;1;1;520432;Химическое производство, удобрения
ж;19;Сахалинская область;2;1;594116;Строительство, недвижимость, эксплуатация, проектирование
м;52;Свердловская область;1;0;0;NULL
ж;55;Нижегородская область;1;1;1406650;Искусство, культура
м;52;Хабаровский край;0;1;942669;Металлургия, металлообработка
ж;82;Новгородская область;0;0;0;NULL
м;39;Еврейская автономная область;2;0;0;NULL
ж;18;Республика Тыва;2;0;0;NULL
м;77;Ивановская область;0;1;630168;Услуги для бизнеса
м;39;Краснодарский край;1;0;0;NULL
м;55;Костромская область;1;0;0;NULL
ж;84;Вологодская область;0;0;0;NULL
м;84;Карачаево - Черкесская Республика;0;1;65484;Товары народного потребления (непищевые)
